brand,model,2G_bands,3G_bands,4G_bands,weight_g,SIM,display_size(inches),Pixel_height,Pixel_width,OS,CPU(core),internal_memory(GB),RAM(GB),primary_camera(MP),secondary_camera(MP),audio_jack,WIFI,bluetooth,GPS,radio,Battery(Mah),Aprox Price INR
Sony,Tablet S 3G,Yes,Yes,No,625,Mini,9.4,800,1280,Android,2,16,1,5,1,Yes,Yes,Yes,Yes,No,1000,20800
Sony,Tablet S, N/A,No,No,598,No,9.4,800,1280,Android,2,16,1,5,1,Yes,Yes,Yes,Yes,No,1000,14400
Sony,CMD Z7,Yes,No,No,95,Mini,,96,92,No,1,0,0,0,0,No,No,No,No,No,1000,5333
Sony,CMD J70,Yes,No,No,92,Mini,,96,92,No,1,0,0,0,0,No,No,No,No,No,1000,5333
Sony,Xperia LT29i Hayabusa,Yes,Yes,No,127,Mini,4.6,720,1280,Android,2,0,1,13,1,Yes,Yes,Yes,Yes,No,1700,9066
Sony,CMD J7,Yes,No,No,92,Mini,,96,92,No,1,0,0,0,0,No,No,No,No,No,1000,5333
Sony,CMD MZ5,Yes,No,No,110,Mini,,96,72,No,1,0,0,0,0,No,No,No,No,No,620,3306
Sony,CMD J6,Yes,No,No,82,Mini,,96,92,No,1,0,0,0,0,No,No,No,No,No,1000,5333
Sony,CMD J5,Yes,No,No,85,Mini,,96,92,No,1,0,0,0,0,No,No,No,No,No,1000,5333
Sony,CMD Z5,Yes,No,No,82,Mini,,96,5,No,1,0,0,0,0,No,No,No,No,No,500,2666
Sony,CMD CD5,Yes,No,No,139,Mini,,97,32,No,1,0,0,0,0,No,No,No,No,No,500,2666
Sony,CMD C1,Yes,No,No,107,Mini,,97,32,No,1,0,0,0,0,No,No,No,No,No,500,2666
Sony,CMD Z1 plus,Yes,No,No,195,Mini,,97,32,No,1,0,0,0,0,No,No,No,No,No,600,3200
Sony,CMD Z1,Yes,No,No,220,Mini,,97,32,No,1,0,0,0,0,No,No,No,No,No,730,3893
Sony,CM-DX 145,Yes,No,No,185,Mini,,97,33,No,1,0,0,0,0,No,No,No,No,No,1800,9600
Sony,CM-DX 1000,Yes,No,No,235,Mini,,4,16,No,1,0,0,0,0,No,No,No,No,No,1350,7200
Sony,Xperia Z4 Compact,Yes,Yes,Yes,110,Nano,4.7,1080,1920,Android,8,16,3,20.7,5,Yes,Yes,Yes,Yes,Yes,3000,16000
Sony,Xperia C670X,Yes,Yes,Yes,110,Micro,4.8,1080,1920,Android,4,32,2,13.1,2.2,Yes,Yes,Yes,Yes,Yes,1000,5333
Sony,D 2403,Yes,Yes,No,110,Micro,4.4,540,960,Android,4,8,1,8,1,Yes,Yes,Yes,Yes,Yes,1000,16000
Sony,Xperia Z4 Ultra,Yes,Yes,Yes,110,Nano,6.44,1080,1920,Android,8,16,3,16,1,Yes,Yes,Yes,Yes,Yes,4000,21333
Sony,Xperia E1 II,Yes,Yes,No,110,Yes,4,540,960,Android,4,8,1,5,2,Yes,Yes,Yes,Yes,Yes,1000,14400
Sony Ericsson,Xperia Arc S,Yes,Yes,No,117,Mini,4.2,480,854,Android,1,1,1,8,0,Yes,Yes,Yes,Yes,Yes,160,16800
Sony Ericsson,Xperia neo V,Yes,Yes,No,126,Mini,3.7,480,854,Android,1,1,1,5,1,Yes,Yes,Yes,Yes,Yes,160,12000
Sony Ericsson,Live with Walkman,Yes,Yes,No,115,Mini,3.2,320,480,Android,1,1,1,5,1,Yes,Yes,Yes,Yes,Yes,120,9600
Sony Ericsson,Xperia ray,Yes,Yes,No,100,Mini,3.3,480,854,Android,1,1,1,8,1,Yes,Yes,Yes,Yes,Yes,160,13600
Sony Ericsson,Xperia active,Yes,Yes,No,110.8,Mini,3,320,480,Android,1,1,1,5,0,Yes,Yes,Yes,Yes,Yes,120,13600
Sony Ericsson,txt,Yes,No,No,95,Mini,2.55,320,240,No,1,1,64,3.15,0,Yes,Yes,Yes,No,Yes,1000,4800
Sony Ericsson,Mix Walkman,Yes,No,No,88,Mini,3,240,400,No,1,1,0,3.15,0,Yes,Yes,Yes,No,Yes,1000,5600
Sony Ericsson,txt pro,Yes,No,No,100,Mini,3,240,400,No,1,1,64,3.15,0,Yes,Yes,Yes,No,Yes,1000,6400
Sony Ericsson,Xperia mini,Yes,Yes,No,99,Mini,3,320,480,Android,1,1,1,5,0,Yes,Yes,Yes,Yes,Yes,120,9600
Sony Ericsson,Xperia mini pro,Yes,Yes,No,136,Mini,3,320,480,Android,1,1,1,5,1,Yes,Yes,Yes,Yes,Yes,120,11200
Sony Ericsson,WT18i,Yes,Yes,No,110,Mini,3.2,320,480,Android-based|,1,1,0,3.15,1,Yes,Yes,Yes,Yes,Yes,120,18400
Sony Ericsson,W8,Yes,Yes,No,104,Mini,3,320,480,Android,1,1,168,3.15,0,Yes,Yes,Yes,Yes,Yes,120,8000
Sony Ericsson,Xperia PLAY,Yes,Yes,No,175,Mini,4,480,854,Android,1,1,1,5,1,Yes,Yes,Yes,Yes,No,160,11200
Sony Ericsson,Xperia pro,Yes,Yes,No,142,Mini,3.7,480,854,Android,1,1,1,8,1,Yes,Yes,Yes,Yes,Yes,160,15200
Sony Ericsson,Xperia Neo,Yes,Yes,No,126,Mini,3.7,480,854,Android,1,1,1,8,1,Yes,Yes,Yes,Yes,Yes,160,8800
Sony Ericsson,Xperia Arc,Yes,Yes,No,117,Mini,4.2,480,854,Android,1,1,1,8,0,Yes,Yes,Yes,Yes,Yes,160,14400
Sony Ericsson,Xperia PLAY CDMA,Yes,Yes,No,175,Mini,4,480,854,Android,1,1,1,5,1,Yes,Yes,Yes,Yes,No,160,5600
Sony Ericsson,A8i,Yes,Yes,No,136,Mini,3.5,480,854,Android-based,1,1,0,5,0,Yes,Yes,Yes,Yes,Yes,1000,10400
Sony Ericsson,Xperia X8,Yes,Yes,No,104,Mini,3,320,480,Android,1,1,168,3.15,0,Yes,Yes,Yes,Yes,Yes,120,8000
Sony Ericsson,Cedar,Yes,Yes,No,84,Mini,2.2,240,320,No,1,1,0,2,0,Yes,No,Yes,No,Yes,1000,4000
Sony Ericsson,Yendo,Yes,No,No,81,Mini,2.6,240,320,No,1,5,0,2,0,Yes,No,Yes,No,Yes,970,5600
Sony Ericsson,BRAVIA S004,Yes,Yes,No,145,Mini,3.2,480,854,No,1,1,0,8,0,No,Yes,Yes,No,Yes,930,16800
Sony Ericsson,S003,Yes,Yes,No,154,Mini,3.2,480,854,No,1,1,0,12,1,No,No,Yes,Yes,Yes,870,12800
Sony Ericsson,Zylo,Yes,Yes,No,115,Mini,2.6,240,320,No,1,1,0,3.15,0,No,No,Yes,No,Yes,1000,6400
Sony Ericsson,Spiro,Yes,No,No,90,Mini,2.2,240,320,No,1,5,0,2,0,Yes,No,Yes,No,Yes,1000,6400
Sony Ericsson,Xperia X10 mini pro,Yes,Yes,No,120,Mini,2.55,240,320,Android,1,1,0,5,0,Yes,Yes,Yes,Yes,Yes,930,5600
Sony Ericsson,Xperia X10 mini,Yes,Yes,No,88,Mini,2.55,240,320,Android,1,1,0,5,0,Yes,Yes,Yes,Yes,Yes,950,5600
Sony Ericsson,Vivaz pro,Yes,Yes,No,117,Mini,3.2,360,640,Symbian,1,75,0,5,0,Yes,Yes,Yes,Yes,Yes,120,12000
Sony Ericsson,Aspen,Yes,Yes,No,130,Mini,2.4,320,240,Microsoft,1,1,256,3.15,0,Yes,Yes,Yes,Yes,Yes,160,5600
Sony Ericsson,Vivaz,Yes,Yes,No,97,Mini,3.2,360,640,Symbian,1,75,0,8,0,Yes,Yes,Yes,Yes,Yes,120,6400
Sony Ericsson,Hazel,Yes,Yes,No,120,Mini,2.6,240,320,No,1,1,0,5,1,No,Yes,Yes,Yes,Yes,1000,8800
Sony Ericsson,Elm,Yes,Yes,No,90,Mini,2.2,240,320,No,1,1,0,5,0,No,Yes,Yes,Yes,Yes,1000,8000
Sony Ericsson,Xperia Pureness,Yes,Yes,No,70,Mini,1.8,240,320,No,1,2,0,0,0,No,No,Yes,No,Yes,1000,19200
Sony Ericsson,Xperia X10,Yes,Yes,No,135,Mini,4,480,854,Android,1,1,384,8,0,Yes,Yes,Yes,Yes,No,160,9600
Sony Ericsson,Xperia X2,Yes,Yes,No,155,Mini,3.2,480,800,Microsoft,1,1,256,8,1,Yes,Yes,Yes,Yes,Yes,160,11200
Sony Ericsson,Jalou D&G edition,Yes,Yes,No,84,Mini,2,240,320,No,1,1,0,3.15,0,No,No,Yes,Yes,Yes,1000,10400
Sony Ericsson,Jalou,Yes,Yes,No,84,Mini,2,240,320,No,1,1,0,3.15,0,No,No,Yes,No,Yes,1000,10400
Sony Ericsson,T715,Yes,Yes,No,96,Mini,2.2,240,320,No,1,90,0,3.15,0,No,No,Yes,No,Yes,950,10400
Sony Ericsson,C901 GreenHeart,Yes,Yes,No,107,Mini,2.2,240,320,No,1,1,0,5,0,No,No,Yes,No,Yes,950,9600
Sony Ericsson,J105 Naite,Yes,Yes,No,84,Mini,2.2,240,320,No,1,1,0,2,1,No,No,Yes,No,Yes,950,6400
Sony Ericsson,Satio (Idou),Yes,Yes,No,126,Mini,3.5,360,640,Symbian,1,1,256,12,1,No,Yes,Yes,Yes,Yes,1000,14400
Sony Ericsson,Aino,Yes,Yes,No,134,Mini,3,240,432,No,1,55,0,8.1,0,No,Yes,Yes,Yes,Yes,1000,9600
Sony Ericsson,Yari,Yes,Yes,No,115,Mini,2.4,240,320,No,1,60,0,5,1,No,No,Yes,Yes,Yes,1000,9600
Sony Ericsson,S312,Yes,No,No,80.1,Mini,2,176,220,No,1,15,0,2,0,No,No,Yes,No,Yes,930,6400
Sony Ericsson,W205,Yes,No,No,96,Mini,1.8,128,160,No,1,5,0,1.3,0,No,No,Yes,No,Yes,1000,6400
Sony Ericsson,T707,Yes,Yes,No,95,Mini,2.2,240,320,No,1,1,0,3.15,0,No,No,Yes,No,Yes,1000,8800
Sony Ericsson,W995,Yes,Yes,No,113,Mini,2.6,240,320,No,1,1,0,8.1,1,Yes,Yes,Yes,Yes,Yes,930,8000
Sony Ericsson,C903,Yes,Yes,No,96,Mini,2.4,240,320,No,1,1,0,5,0,No,No,Yes,Yes,Yes,1000,8800
Sony Ericsson,C901,Yes,Yes,No,107,Mini,2.2,240,320,No,1,1,0,5,0,No,No,Yes,No,Yes,950,8800
Sony Ericsson,W395,Yes,No,No,96,Mini,2,176,220,No,1,10,0,2,0,No,No,Yes,No,Yes,950,6400
Sony Ericsson,C510,Yes,Yes,No,92,Mini,2.2,240,320,No,1,1,0,3.15,1,No,No,Yes,No,Yes,930,8800
Sony Ericsson,W508,Yes,Yes,No,98,Mini,2.2,240,320,No,1,1,0,3.15,1,No,No,Yes,No,Yes,930,8000
Sony Ericsson,W715,Yes,Yes,No,98,Mini,2.4,240,320,No,1,1,0,3.15,1,No,Yes,Yes,Yes,Yes,1000,9600
Sony Ericsson,W705,Yes,Yes,No,98,Mini,2.4,240,320,No,1,1,0,3.15,1,No,Yes,Yes,No,Yes,950,12800
Sony Ericsson,G705,Yes,Yes,No,98,Mini,2.4,240,320,No,1,1,0,3.15,1,No,Yes,Yes,Yes,Yes,950,12000
Sony Ericsson,TM506,Yes,Yes,No,96,Mini,2,240,320,No,1,35,0,2,0,No,No,Yes,Yes,No,950,6400
Sony Ericsson,T700,Yes,Yes,No,78,Mini,2,240,320,No,1,25,0,3.15,0,No,No,Yes,No,Yes,950,10400
Sony Ericsson,W902,Yes,Yes,No,99.8,Mini,2.2,240,320,No,1,25,0,5,1,No,No,Yes,No,Yes,930,14400
Sony Ericsson,W595,Yes,Yes,No,104,Mini,2.2,240,320,No,1,40,0,3.15,0,No,No,Yes,No,Yes,950,9600
Sony Ericsson,W595s,Yes,Yes,No,105,Mini,2.2,240,320,No,1,40,0,3.15,0,No,No,Yes,No,Yes,950,12000
Sony Ericsson,W302,Yes,No,No,78,Mini,2,176,220,No,1,20,0,2,0,No,No,Yes,No,Yes,950,6400
Sony Ericsson,C905,Yes,Yes,No,136,Mini,2.4,240,320,No,1,1,0,8,0,No,Yes,Yes,Yes,Yes,930,14400
Sony Ericsson,S302,Yes,No,No,79,Mini,2,176,220,No,1,20,0,2,0,No,No,Yes,No,Yes,950,5600
Sony Ericsson,F305,Yes,No,No,97.5,Mini,2,176,220,No,1,10,0,2,0,No,No,Yes,No,Yes,950,5600
Sony Ericsson,J132,Yes,No,No,76,Mini,1.5,128,128,No,1,4,0,0,0,Yes,No,No,No,Yes,930,3200
Sony Ericsson,K330,Yes,No,No,75,Mini,1.7,128,160,No,1,10,0,1,0,No,No,Yes,No,Yes,770,4000
Sony Ericsson,G502,Yes,Yes,No,83.5,Mini,2,240,320,No,1,32,0,2,0,No,No,Yes,No,Yes,950,7200
Sony Ericsson,Z780,Yes,Yes,No,100,Mini,2.2,240,320,No,1,35,0,2,0,No,No,Yes,Yes,Yes,950,7200
Sony Ericsson,T303,Yes,No,No,93,Mini,1.8,128,160,No,1,8,0,1.3,0,No,No,Yes,No,Yes,930,4800
Sony Ericsson,Xperia X1,Yes,Yes,No,145,Mini,3,480,800,Microsoft,1,1,256,3.15,1,Yes,Yes,Yes,Yes,Yes,160,17600
Sony Ericsson,G900,Yes,Yes,No,99,Mini,2.4,240,320,Symbian|,1,1,0,5,1,No,Yes,Yes,No,Yes,950,12000
Sony Ericsson,G700,Yes,Yes,No,99,Mini,2.4,240,320,Symbian|,1,1,0,3.15,1,No,No,Yes,No,Yes,950,6400
Sony Ericsson,G700 Business Edition,Yes,Yes,No,99,Mini,2.4,240,320,Symbian|,1,1,0,0,0,No,No,Yes,No,Yes,950,8000
Sony Ericsson,W980,Yes,Yes,No,100,Mini,2.2,240,320,No,1,8,0,3.15,1,No,No,Yes,No,Yes,930,12000
Sony Ericsson,C902,Yes,Yes,No,107,Mini,2,240,320,No,1,1,0,5,1,No,No,Yes,No,Yes,930,10400
Sony Ericsson,C702,Yes,Yes,No,105,Mini,2.2,240,320,No,1,1,0,3.15,1,No,No,Yes,Yes,Yes,950,10400
Sony Ericsson,Z770,Yes,Yes,No,91,Mini,2.2,240,320,No,1,32,0,2,0,No,No,Yes,No,Yes,930,8800
Sony Ericsson,T280,Yes,No,No,82,Mini,1.7,128,160,No,1,10,0,1.3,0,No,No,Yes,No,Yes,780,4800
Sony Ericsson,T270,Yes,No,No,82,Mini,1.7,128,160,No,1,10,0,0,0,No,No,Yes,No,Yes,780,9600
Sony Ericsson,R306 Radio,Yes,No,No,93,Mini,1.9,128,160,No,1,5,0,1.3,0,No,No,Yes,No,Yes,930,4800
Sony Ericsson,R300 Radio,Yes,No,No,75,Mini,1.8,128,160,No,1,8,0,1,0,No,No,Yes,No,Yes,1000,4800
Sony Ericsson,W760,Yes,Yes,No,103,Mini,2.2,240,320,No,1,40,0,3.15,0,No,No,Yes,Yes,Yes,930,8000
Sony Ericsson,Z555,Yes,No,No,95,Mini,1.9,176,220,No,1,12,0,1.3,0,No,No,Yes,No,Yes,930,6400
Sony Ericsson,W350,Yes,No,No,80,Mini,1.9,176,220,No,1,14,0,1.3,0,No,No,Yes,No,Yes,780,5600
Sony Ericsson,W890,Yes,Yes,No,78,Mini,2,240,320,No,1,32,0,3.15,1,No,No,Yes,No,Yes,950,8800
Sony Ericsson,K660,Yes,Yes,No,95,Mini,2,240,320,No,1,32,0,2,1,No,No,Yes,No,Yes,950,8000
Sony Ericsson,W380,Yes,No,No,100,Mini,1.9,176,220,No,1,14,0,1.3,0,No,No,Yes,No,Yes,930,6400
Sony Ericsson,K630,Yes,Yes,No,97,Mini,2,176,220,No,1,32,0,2,1,No,No,Yes,No,Yes,1000,8800
Sony Ericsson,K770,Yes,Yes,No,95,Mini,1.9,240,320,No,1,16,0,3.15,1,No,No,Yes,No,Yes,930,8000
Sony Ericsson,K850,Yes,Yes,No,118,Mini,2.2,240,320,No,1,40,0,5,1,No,No,Yes,No,Yes,930,12800
Sony Ericsson,W960,Yes,Yes,No,119,Mini,2.6,240,320,Symbian,1,8,128,3.15,1,No,Yes,Yes,No,Yes,900,14400
Sony Ericsson,W910,Yes,Yes,No,86,Mini,2.4,240,320,No,1,40,0,2,1,No,No,Yes,No,Yes,930,10400
Sony Ericsson,K530,Yes,Yes,No,92,Mini,2,176,220,No,1,16,0,2,1,No,No,Yes,No,Yes,950,8000
Sony Ericsson,V640,Yes,Yes,No,97,Mini,2,176,220,No,1,32,0,2,1,No,No,Yes,No,Yes,1000,6400
Sony Ericsson,Z320,Yes,No,No,90,Mini,1.8,128,160,No,1,10,0,1.3,0,No,No,No,No,No,1000,4000
Sony Ericsson,Z250,Yes,No,No,90,Mini,1.8,128,160,No,1,10,0,1,0,No,No,No,No,No,1000,5600
Sony Ericsson,P1,Yes,Yes,No,124,Mini,2.6,240,320,Symbian,1,1,128,3.15,1,No,Yes,Yes,No,Yes,950,13600
Sony Ericsson,T650,Yes,Yes,No,95,Mini,1.9,240,320,No,1,16,0,3.15,1,No,No,Yes,No,Yes,930,9600
Sony Ericsson,S500,Yes,No,No,94,Mini,2,240,320,No,1,12,0,2,0,No,No,Yes,No,No,930,7200
Sony Ericsson,T250,Yes,No,No,82,Mini,1.7,128,160,No,1,2,0,1,0,No,No,No,No,Yes,1000,4000
Sony Ericsson,Z750,Yes,Yes,No,110,Mini,2.2,240,320,No,1,32,0,2,1,No,No,Yes,No,Yes,930,8800
Sony Ericsson,W580,Yes,No,No,94,Mini,2,240,320,No,1,12,0,2,0,No,No,Yes,No,Yes,930,8000
Sony Ericsson,W660,Yes,Yes,No,93,Mini,2,176,220,No,1,16,0,2,1,No,No,Yes,No,Yes,1000,8800
Sony Ericsson,W880,Yes,Yes,No,71,Mini,1.8,240,320,No,1,16,0,2,1,No,No,Yes,No,No,950,8000
Sony Ericsson,K810,Yes,Yes,No,103,Mini,2,240,320,No,1,64,0,3.15,1,No,No,Yes,No,Yes,950,10400
Sony Ericsson,W610,Yes,No,No,95,Mini,1.96,176,220,No,1,64,0,2,0,No,No,Yes,No,Yes,950,8000
Sony Ericsson,K550,Yes,No,No,85,Mini,1.9,176,220,No,1,77,0,2,0,No,No,Yes,No,Yes,950,5600
Sony Ericsson,K220,Yes,No,No,82,Mini,1.6,128,128,No,1,2,0,1,0,No,No,No,No,Yes,900,4000
Sony Ericsson,K205,Yes,No,No,82,Mini,1.6,128,128,No,1,0,0,1,0,No,No,No,No,No,1000,5333
Sony Ericsson,K200,Yes,No,No,82,Mini,1.6,128,128,No,1,2,0,1,0,No,No,No,No,No,900,3200
Sony Ericsson,J120,Yes,No,No,75,Mini,1.36,96,64,No,1,0,0,0,0,No,No,No,No,Yes,1000,3200
Sony Ericsson,J110,Yes,No,No,79,Mini,1.36,96,64,No,1,0,0,0,0,No,No,No,No,No,1000,4000
Sony Ericsson,K550im,Yes,No,No,85,Mini,1.9,176,220,No,1,77,0,2,0,No,No,Yes,No,Yes,950,8800
Sony Ericsson,W888,Yes,No,No,72,Mini,1.8,240,320,No,1,10,0,2,0,No,No,Yes,No,No,1000,10400
Sony Ericsson,W200,Yes,No,No,85,Mini,1.8,128,160,No,1,27,0,1,0,No,No,No,No,Yes,1000,4000
Sony Ericsson,Z310,Yes,No,No,90,Mini,,128,160,No,1,14,0,1,0,No,No,Yes,No,No,780,6400
Sony Ericsson,W830,Yes,No,No,116,Mini,2,240,320,No,1,16,0,2,0,No,No,Yes,No,Yes,900,12800
Sony Ericsson,K320,Yes,No,No,82,Mini,1.7,128,160,No,1,15,0,1,0,No,No,Yes,No,No,750,4000
Sony Ericsson,Z558,Yes,No,No,93,Mini,1.9,176,220,No,1,18,0,1.3,0,No,No,Yes,No,Yes,1000,9600
Sony Ericsson,Z610,Yes,Yes,No,110,Mini,,176,220,No,1,16,0,2,1,No,No,Yes,No,No,950,8800
Sony Ericsson,K618,Yes,Yes,No,89,Mini,1.9,176,220,No,1,16,0,2,1,No,No,Yes,No,No,1000,8800
Sony Ericsson,W850,Yes,Yes,No,116,Mini,2,240,320,No,1,16,0,2,1,No,No,Yes,No,Yes,950,16000
Sony Ericsson,W710,Yes,No,No,101,Mini,1.9,176,220,No,1,10,0,2,0,No,No,Yes,No,Yes,900,10400
Sony Ericsson,Z710,Yes,No,No,101,Mini,1.9,176,220,No,1,10,0,2,0,No,No,Yes,No,Yes,900,10400
Sony Ericsson,Z550,Yes,No,No,93,Mini,1.9,176,220,No,1,25,0,1.3,0,No,No,Yes,No,Yes,750,8800
Sony Ericsson,W700,Yes,No,No,99,Mini,1.8,176,220,No,1,34,0,2,0,No,No,Yes,No,Yes,1000,10400
Sony Ericsson,Z525,Yes,No,No,94,Mini,1.8,128,160,No,1,12,0,1,0,No,No,Yes,No,No,1000,7200
Sony Ericsson,K800,Yes,Yes,No,115,Mini,2,240,320,No,1,64,0,3.15,1,No,No,Yes,No,Yes,900,12000
Sony Ericsson,K790,Yes,No,No,115,Mini,2,240,320,No,1,64,0,3.15,0,No,No,Yes,No,Yes,900,12000
Sony Ericsson,V630,Yes,Yes,No,91,Mini,1.9,176,220,No,1,10,0,2,1,No,No,Yes,No,No,1000,5333
Sony Ericsson,W300,Yes,No,No,94,Mini,1.66,128,160,No,1,20,0,1,0,No,No,Yes,No,Yes,900,8000
Sony Ericsson,Z530,Yes,No,No,93,Mini,1.8,128,160,No,1,24,0,1,0,No,No,Yes,No,No,900,7200
Sony Ericsson,P990,Yes,Yes,No,150,Mini,2.7,240,320,Symbian,1,0,64,2,1,No,Yes,Yes,No,Yes,1000,17600
Sony Ericsson,K510,Yes,No,No,82,Mini,1.8,128,160,No,1,28,0,1.3,0,No,No,Yes,No,No,750,6400
Sony Ericsson,K310,Yes,No,No,82,Mini,1.74,128,160,No,1,15,0,1,0,No,No,No,No,No,1000,6400
Sony Ericsson,W950,Yes,Yes,No,112,Mini,2.6,240,320,Symbian,1,4,0,0,0,No,No,Yes,No,Yes,900,14400
Sony Ericsson,M600,Yes,Yes,No,112,Mini,2.6,240,320,Symbian,1,80,0,0,0,No,No,Yes,No,No,900,10400
Sony Ericsson,M608,Yes,No,No,112,Mini,2.6,240,320,Symbian,1,80,0,0,0,No,No,Yes,No,No,1000,9600
Sony Ericsson,K610,Yes,Yes,No,89,Mini,1.9,176,220,No,1,16,0,2,1,No,No,Yes,No,No,900,8800
Sony Ericsson,J100,Yes,No,No,79,Mini,1.4,96,64,No,1,0,0,0,0,No,No,No,No,No,1000,3200
Sony Ericsson,W810,Yes,No,No,99,Mini,1.9,176,220,No,1,20,0,2,0,No,No,Yes,No,Yes,900,10400
Sony Ericsson,W900,Yes,Yes,No,148,Mini,2.2,240,320,No,1,1,0,2,1,No,No,Yes,No,Yes,900,21600
Sony Ericsson,Z300,Yes,No,No,91,Mini,,128,128,No,1,1,0,0,0,No,No,No,No,No,1000,6400
Sony Ericsson,J230,Yes,No,No,84,Mini,1.55,128,128,No,1,1,0,0,0,No,No,No,No,Yes,900,4000
Sony Ericsson,J220,Yes,No,No,82,Mini,1.55,128,128,No,1,1,0,0,0,No,No,No,No,No,1000,4000
Sony Ericsson,W550,Yes,No,No,120,Mini,1.8,176,220,No,1,1,0,1.3,0,No,No,Yes,No,Yes,900,10400
Sony Ericsson,W600,Yes,No,No,120,Mini,1.8,176,220,No,1,1,0,1.3,0,No,No,Yes,No,Yes,1000,10400
Sony Ericsson,S600,Yes,No,No,110,Mini,,176,220,No,1,64,0,1.3,0,No,No,Yes,No,Yes,1000,5333
Sony Ericsson,Z520,Yes,No,No,96,Mini,1.8,128,160,No,1,16,0,1,0,No,No,Yes,No,No,900,5600
Sony Ericsson,J210,Yes,No,No,74,Mini,1.6,128,128,No,1,1,0,0,0,No,No,No,No,No,670,3200
Sony Ericsson,K608,Yes,Yes,No,105,Mini,1.8,176,220,No,1,32,0,1.3,1,No,No,Yes,No,Yes,900,8000
Sony Ericsson,W800,Yes,No,No,99,Mini,1.8,176,220,No,1,34,0,2,0,No,No,Yes,No,Yes,900,12800
Sony Ericsson,K750,Yes,No,No,99,Mini,1.8,176,220,No,1,38,0,2,0,No,No,Yes,No,Yes,900,11200
Sony Ericsson,D750,Yes,No,No,99,Mini,1.8,176,220,No,1,38,0,2,0,No,No,Yes,No,Yes,900,11200
Sony Ericsson,J300,Yes,No,No,78,Mini,1.5,128,128,No,1,12,0,0,0,No,No,No,No,No,750,5600
Sony Ericsson,V600,Yes,Yes,No,105,Mini,1.8,176,220,No,1,32,0,1.3,1,No,No,Yes,No,Yes,1000,5333
Sony Ericsson,K600,Yes,Yes,No,105,Mini,1.8,176,220,No,1,33,0,1.3,1,No,No,Yes,No,Yes,900,8000
Sony Ericsson,Z800,Yes,Yes,No,128,Mini,2.2,176,220,No,1,0,0,1.3,0,No,No,Yes,No,No,900,4800
Sony Ericsson,K300,Yes,No,No,85,Mini,1.6,128,128,No,1,12,0,1,0,No,No,No,No,No,670,7200
Sony Ericsson,J200,Yes,No,No,74,Mini,1.6,128,128,No,1,1,0,0,0,No,No,No,No,No,670,3200
Sony Ericsson,T290,Yes,No,No,73,Mini,1.45,101,80,No,1,1,0,0,0,No,No,No,No,No,700,3200
Sony Ericsson,V800,Yes,Yes,No,128,Mini,2.2,176,220,No,1,7,0,1.3,0,No,No,Yes,No,No,1000,5333
Sony Ericsson,P910,Yes,No,No,150,Mini,2.9,208,320,Symbian,1,64,0,1,0,No,No,Yes,No,No,1000,5333
Sony Ericsson,S710,Yes,No,No,137,Mini,2.3,240,320,No,1,32,0,1.3,0,No,No,Yes,No,No,780,4160
Sony Ericsson,K508,Yes,No,No,88,Mini,1.9,128,160,No,1,12,0,1,0,No,No,No,No,No,700,3733
Sony Ericsson,K500,Yes,No,No,80,Mini,1.9,128,160,No,1,12,0,1,0,No,No,No,No,No,1000,5333
Sony Ericsson,F500i,Yes,No,No,80,Mini,1.9,128,160,No,1,12,0,1,0,No,No,No,No,No,1000,5333
Sony Ericsson,S700,Yes,No,No,137,Mini,2.3,240,320,No,1,32,0,1.3,0,No,No,Yes,No,Yes,1000,5333
Sony Ericsson,K700,Yes,No,No,93,Mini,1.78,176,220,No,1,41,0,1,0,No,No,Yes,No,Yes,1000,5333
Sony Ericsson,Z500,Yes,No,No,110,Mini,,128,160,No,1,0,0,1,0,No,No,No,No,No,1000,5333
Sony Ericsson,T630,Yes,No,No,92,Mini,1.78,128,160,No,1,2,0,1,0,No,No,Yes,No,No,750,4000
Sony Ericsson,P900,Yes,No,No,150,Mini,2.9,208,320,Symbian,1,16,0,1,0,No,No,Yes,No,No,1000,5333
Sony Ericsson,Z600,Yes,No,No,110,Mini,,128,160,No,1,1.5,0,1,0,No,No,Yes,No,No,780,4160
Sony Ericsson,Z200,Yes,No,No,98,Mini,,128,128,No,1,0,0,0,0,No,No,No,No,No,1000,5333
Sony Ericsson,T230,Yes,No,No,79,Mini,1.5,101,80,No,1,0,0,0,0,No,No,No,No,No,670,3573
Sony Ericsson,Z1010,Yes,Yes,No,144,Mini,2.2,176,220,No,1,32,0,2,1,No,No,Yes,No,No,1000,5333
Sony Ericsson,T610,Yes,No,No,95,Mini,1.8,128,160,No,1,2,0,1,0,No,No,Yes,No,No,770,4106
Sony Ericsson,T310,Yes,No,No,97,Mini,,101,80,No,1,0,0,0,0,No,No,No,No,No,1000,5333
Sony Ericsson,T105,Yes,No,No,75,Mini,1.4,10,11,No,1,0,0,0,0,No,No,No,No,No,700,3733
Sony Ericsson,T100,Yes,No,No,75,Mini,,10,11,No,1,0,0,0,0,No,No,No,No,No,1000,5333
Sony Ericsson,T600,Yes,No,No,60,Mini,,101,80,No,1,0,0,0,0,No,No,No,No,No,1000,5333
Sony Ericsson,T300,Yes,No,No,101,Mini,,101,80,No,1,0,0,0,0,No,No,No,No,No,700,3733
